Name,OAID#link#multi,Affiliation#sortquan,City#sortquan,Region#sortquan,Country#sortquan,Latitude#hidden,Longitude#hidden,Collaborators#multi#link#sortquan,Scope#multi#sortquan,Number of Collaborators#number,OA concepts#multi#sortquan,Publications#hidden,Citedness#number,H Index#number,Publication Dates#multi#sortquan,Relevant Publications#number,#img,#netvis
A A Barnes,https://openalex.org/A2639326053,Unknown,,,,,,https://openalex.org/A4334493318|https://openalex.org/A2153184333|https://openalex.org/A2603078087|https://openalex.org/A2579548827|https://openalex.org/A2648239866|https://openalex.org/A2423675094|https://openalex.org/A2466934636|https://openalex.org/A2700418087|https://openalex.org/A2629438255|https://openalex.org/A2292620794|https://openalex.org/A4359975763|https://openalex.org/A2764344154|https://openalex.org/A2242910632|https://openalex.org/A2313711993|https://openalex.org/A2627884716|https://openalex.org/A4341366154,"aqueducts,|water",16,Irrigation|Environmental engineering|Geography|Computer science|Biology|Geomorphology|Inlet|Archaeology|Geology|Electrical engineering|Hydrology (agriculture)|Materials science|Water diversion|Data mining|Water resource management|Cement|Venturi effect|Relation (database)|Voltage|Cementation (geology)|Water supply|Engineering|Mains electricity|Drainage|Cast iron|Ecology|Geotechnical engineering|Metallurgy|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2639326053"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,2,1930|1923|1919,3,un,7457f3b3a81288f5eed70cd0f6c78209f4abddc92b189d9494a3b7334745f1af
A A Fulton,https://openalex.org/A1976700306,University of Melbourne,Melbourne,Victoria,Australia,-37.797115,144.95998,,"aqueducts,|water",0,Philosophy|Structural basin|Economic shortage|Geology|Hydroelectricity|Engineering|Electrical engineering|Water resource management|Fishery|Hydropower|Biology|Government (linguistics)|Civil engineering|Geomorphology|Linguistics|Environmental science|Fish <Actinopterygii>,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A1976700306"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,4,1952,1,AU,
A J Humby,https://openalex.org/A2286251490,Unknown,,,,,,,"aqueducts,|water",0,Irrigation|Paleontology|Geography|Volume (thermodynamics)|Physics|Biology|Ecology|Quantum mechanics|Appendix,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2286251490"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,1904,1,un,
A P I Cotterell,https://openalex.org/A2543560476,Unknown,,,,,,https://openalex.org/A2116949538|https://openalex.org/A2113750402|https://openalex.org/A2660771203|https://openalex.org/A2764344154|https://openalex.org/A4353365616|https://openalex.org/A2977946205|https://openalex.org/A4346778779|https://openalex.org/A2242910632|https://openalex.org/A4349843714|https://openalex.org/A4355472586,"aqueducts,|water",10,Mechanical engineering|Environmental engineering|Water supply|Engineering|Environmental science|Completion (oil and gas wells),"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2543560476"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,0,1927,1,un,1c4967d38bdc44b293a7f0eb6bcde7f32154cd2b974556a30717cdb286f1f3b4
A W Brightmore,https://openalex.org/A2183653964,Unknown,,,,,,https://openalex.org/A2646331407|https://openalex.org/A2152302202|https://openalex.org/A4351435204|https://openalex.org/A2628355558|https://openalex.org/A4353325735|https://openalex.org/A2462974748|https://openalex.org/A2159656500,"aqueducts,|water",7,Geology|Aqueduct|Engineering|Geography|Archaeology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2183653964"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,1921|1900,2,un,6d3a875f102bfee1957871ec3305a1c4cc2e4c305258be03dbce30e04aa0ea60
A. H. Jameson,https://openalex.org/A2153184333,Unknown,,,,,,https://openalex.org/A2639326053|https://openalex.org/A2603078087|https://openalex.org/A2648239866|https://openalex.org/A2292620794|https://openalex.org/A4359975763|https://openalex.org/A2242910632|https://openalex.org/A2313711993,"aqueducts,|water",7,Venturi effect|Water diversion|Geology|Geography|Water resource management|Drainage|Hydrology (agriculture)|Biology|Ecology|Geotechnical engineering|Geomorphology|Environmental science|Inlet,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2153184333"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,1930,1,un,647d0e3bd94342cf5dae71c45be06f258f2773cad7a90a8a46b7bfd29a37e45e
A. Hachache,https://openalex.org/A2003501426,Unknown,,,,,,https://openalex.org/A4341486809|https://openalex.org/A2496040558,"aqueducts,|water",2,Mediterranean climate|Phoenician|Cartography|Environmental engineering|Geography|Biology|Geomorphology|Archaeology|Geology|Karst|Hydrology (agriculture)|Structural basin|Drainage basin|Water resources|Water resource management|Water supply|Geotechnical engineering|Ecology|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2003501426"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,2002,1,un,8e3c094fea5ccbbfb62a0cf512056137ec37c442df8f04a3cfd20dd07583b00b
A. J. Martin,https://openalex.org/A4357044482,Queen Mary University of London,London,,United Kingdom,51.52428,-0.040395,https://openalex.org/A1980934353|https://openalex.org/A2420022768|https://openalex.org/A3149415077|https://openalex.org/A4354463369|https://openalex.org/A4336693235|https://openalex.org/A4351435204|https://openalex.org/A2657946235|https://openalex.org/A2260522322|https://openalex.org/A2641484545|https://openalex.org/A4357834552|https://openalex.org/A4346778779|https://openalex.org/A4358336685|https://openalex.org/A4349843714|https://openalex.org/A2764421996|https://openalex.org/A2313911395|https://openalex.org/A4340032547|https://openalex.org/A2627156756,"aqueducts,|water",17,Roof|Compensation (psychology)|Geology|Environmental engineering|Water flow|Water supply|Political science|Geography|Water resource management|Hydrology (agriculture)|Psychology|Law|Geotechnical engineering|Legislation|Environmental science|Archaeology|Psychoanalysis,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4357044482"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",1.2857142857142858,80,1907,1,GB,6b8bd7985af1990f0a7fbac062487aef7805e6059e50e5b6d6be2711eed93d54
A. P. Maddocks,https://openalex.org/A2462974748,Unknown,,,,,,https://openalex.org/A2646331407|https://openalex.org/A2152302202|https://openalex.org/A4351435204|https://openalex.org/A2628355558|https://openalex.org/A4353325735|https://openalex.org/A2159656500|https://openalex.org/A2183653964,"aqueducts,|water",7,Archaeology|Geography|Aqueduct,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2462974748"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,1921,1,un,fdde8e2a8a235da6dbea61aa4f76d6c13aaad48796bcb014b90e66435688f196
A. Tacconi,https://openalex.org/A2633104882,Policlinico S.Orsola-Malpighi,Bologna,,Italy,44.492527,11.362128,https://openalex.org/A2096810484|https://openalex.org/A4343822246|https://openalex.org/A4353822788|https://openalex.org/A2245096816|https://openalex.org/A2406767230|https://openalex.org/A4342306891|https://openalex.org/A2601877227,"aqueducts,|water",7,Volcano|Paleontology|Geology|Karst|Geography|Mineral water|Hydrology (agriculture)|Physics|Geochemistry|Geotechnical engineering|Geomorphology|Environmental science|Quantum mechanics|Archaeology|Alluvium|Radon,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2633104882"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,7,1991,1,IT,dc031477af48cff736c061d5ec32ac270ad7298b6c072e5251ff13c5833fb312
A. Trevor Hodge,https://openalex.org/A4338963123,Carleton University,Ottawa,Ontario,Canada,45.3831,-75.6976,https://openalex.org/A2630522661|https://openalex.org/A4347102795|https://openalex.org/A2260063835|https://openalex.org/A2592149878|https://openalex.org/A4337280887|https://openalex.org/A2000203771|https://openalex.org/A4351185263|https://openalex.org/A4355495213|https://openalex.org/A2168836109,"aqueducts,|water",9,Art|Cartography|Measure (data warehouse)|Geometry|Aqueduct|Environmental engineering|Geography|Flume|Computer science|Physics|Biology|Geomorphology|Database|Suspect|Archaeology|Philosophy|Geology|World Wide Web|Hydrology (agriculture)|Simple (philosophy)|History|Power (physics)|Field (mathematics)|Programming language|Drainage basin|Reliability (semiconductor)|Pure mathematics|Water resource management|Art history|Law|Hydraulics|Aerospace engineering|Business|Flow (mathematics)|Drainage system (geomorphology)|Water supply|Engineering|Political science|Set (abstract data type)|Drainage|Epistemology|Geotechnical engineering|Head (geology)|Ecology|Download|Environmental science|Quantum mechanics|Mathematics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4338963123"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,10,1984|1991|1992|1994|1995|2001,8,CA,9a2fb48764e2a06a03013f304ac785789cefdc468047857db5673c7930587ae9
A.E. Owen,https://openalex.org/A4359264443,University of Edinburgh,Edinburgh,,United Kingdom,55.944897,-3.189284,https://openalex.org/A2279493338|https://openalex.org/A4354251676|https://openalex.org/A2336963089|https://openalex.org/A2641213819|https://openalex.org/A4354354539|https://openalex.org/A4348697317|https://openalex.org/A4352627309|https://openalex.org/A2276372934|https://openalex.org/A4266311419|https://openalex.org/A4355887507|https://openalex.org/A2668246551|https://openalex.org/A2556865444|https://openalex.org/A4359615512|https://openalex.org/A4355619349|https://openalex.org/A4359735296|https://openalex.org/A2764468176,"aqueducts,|water",16,Petroleum engineering|Environmental engineering|Hydroelectricity|Engineering|Pipeline transport|Electrical engineering|Environmental science|Marine engineering,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4359264443"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",14,20,1962,1,GB,04ede47be9c5103e0eb771f830bdebd7be3cd324a15a6f4b1b281a0ab24cb4b8
AC Jennings,https://openalex.org/A2700418087,Unknown,,,,,,https://openalex.org/A4334493318|https://openalex.org/A4341366154|https://openalex.org/A2639326053|https://openalex.org/A2579548827|https://openalex.org/A2423675094|https://openalex.org/A2466934636|https://openalex.org/A2764344154|https://openalex.org/A2627884716|https://openalex.org/A2629438255,"aqueducts,|water",9,Irrigation|Geology|Voltage|Environmental engineering|Cementation (geology)|Water supply|Engineering|Mains electricity|Electrical engineering|Water resource management|Hydrology (agriculture)|Geography|Biology|Ecology|Geotechnical engineering|Environmental science|Archaeology|Cement,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2700418087"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,11,1923,1,un,9da17ed03dd7f2a6736851f193dd355c5688079b61fe1dcd8a2bb89441d0b6e6
"AS Paintal,",https://openalex.org/A4372183296,United States Bureau of Reclamation,Washington D.C.,District of Columbia,United States,38.90163,-77.04124,https://openalex.org/A4372183295,"aqueducts,|water",1,Channel (broadcasting)|Hydraulic engineering|Telecommunications|Engineering|Thermodynamics|Hydrology (agriculture)|Hydraulic structure|Physics|Geotechnical engineering|Aerospace engineering|Hydraulics|Civil engineering,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4372183296"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,2003,1,US,d55b680d4cc9f05dcc104c9efdd5866ee2eeb6a19f669d26715695d4e0b8fb4e
Aaron M. Cook,https://openalex.org/A4342376201,University of Kentucky,Lexington,Kentucky,United States,38.03099,-84.504486,https://openalex.org/A4355818730|https://openalex.org/A2324772599|https://openalex.org/A2323965181,"aqueducts,|water",3,Oceanography|Geology|Aqueduct|Environmental engineering|Water supply|Engineering|Pipeline transport|Geography|Hydrology (agriculture)|Civil engineering|Geotechnical engineering|Environmental science|Archaeology|Front (military),"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4342376201"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0.2222222222222222,10,2010,1,US,e3129e0d165c7935712cb48304f51e40351ed656ce66afff7ce299986a1aa3c5
Adalberto Piccioni,https://openalex.org/A1837250824,University of Bologna,Bologna,Emilia-Romagna,Italy,44.49389,11.342778,https://openalex.org/A4344478162|https://openalex.org/A85851071|https://openalex.org/A4346345257,"aqueducts,|water",3,Chemistry|Environmental science|Environmental chemistry|Water resource management,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A1837250824"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",1.3076923076923077,18,1983,1,IT,33db0b5b7d59e45907206fe4cfb2c36a2e2a6a53bb98f0a8d0533b8ae33ade9e
Adam Murdock,https://openalex.org/A2294074519,Unknown,,,,,,https://openalex.org/A1993745296|https://openalex.org/A4341753864|https://openalex.org/A2225909446|https://openalex.org/A4355818730|https://openalex.org/A1966151886,"aqueducts,|water",5,Geology|Aqueduct|Archaeology|Groundwater|Geography|Hydrology (agriculture)|Landslide|Geotechnical engineering|Geomorphology|Bedrock,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2294074519"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,2,2004,2,un,de35f87d41f111b566370972c5f76c76cd3488caa9728c506e5ca26666e67922
Adrienne Paule,https://openalex.org/A2659960073,Unknown,,,,,,,"aqueducts,|water",0,Enforcement|Groundwater|Environmental protection|Commission|Engineering|Natural resource economics|Water resource management|Groundwater pollution|Political science|Law|Geotechnical engineering|Legislation|Environmental science|Aquifer|Economics|Environmental planning,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2659960073"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,1996,1,un,
Alain Bouet,https://openalex.org/A4356492228,Ausonius Institut de Recherche sur l'Antiquité et le Moyen age,Pessac,,France,44.793953,-0.62034,,"aqueducts,|water",0,Art|Cartography|Geography|Humanities,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4356492228"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,4,2005,1,FR,
Alan Hayes,https://openalex.org/A4357241435,Western Health,Melbourne,Victoria,Australia,-37.75918,144.8162,,"aqueducts,|water",0,Art|Architecture|Programming language|Archaeology|Ravenna|Byzantine architecture|Computer science|Ancient history|Art history|Physics|Glory|Altar|Visitor pattern|Chapel|Optics|Tourism|History,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4357241435"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,2008,1,AU,
Alan L. Kolata,https://openalex.org/A4343054506,University of Chicago,Chicago,Illinois,United States,41.78885,-87.5987,https://openalex.org/A2337880948,"aqueducts,|water",1,Archaeology|Geography|Geology|Aqueduct,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4343054506"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,15,1989,1,US,816654c63b53421a7523f8227d7168ba4ebea0379a6f377046f698e90df20cd1
Aldo Marturano,https://openalex.org/A4348548840,National Institute of Geophysics and Volcanology,Rome,,Italy,41.913315,12.503422,,"aqueducts,|water",0,Philosophy|Mining engineering|Geology|History|Aesthetics|Movement (music)|Archaeology|Seismology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4348548840"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,6,2008,1,IT,
Alfonso Burgers,https://openalex.org/A2578871124,Unknown,,,,,,,"aqueducts,|water",0,Human settlement|Environmental engineering|Groundwater|Table (database)|Engineering|Water supply|Geography|Computer science|Water table|Civil engineering|Geotechnical engineering|Database|Archaeology|Roman Empire,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2578871124"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,2,2001,1,un,
Alfred R. Golzé,https://openalex.org/A2642023169,California Department of Water Resources,,,,38.57933,-121.4909,,"aqueducts,|water",0,Cartography|Mile|Environmental engineering|Groundwater|Pipeline transport|Geography|Civil engineering|Geology|Potable water|Geodesy|Subsidy|Water resource management|Business|Market economy|Water supply|Engineering|Terrain|Geotechnical engineering|Environmental science|Environmental planning|Economics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2642023169"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,1968|1967,2,un,
Alfredo Di Leo,https://openalex.org/A4342323481,University of Bari Aldo Moro,Bari,,Italy,41.120277,16.868334,https://openalex.org/A2481868889|https://openalex.org/A1995753269,"aqueducts,|water",2,Art|Period (music)|Environmental engineering|Geography|Archaeology|Mechanical engineering|Favourite|Spring (device)|History|Cistern|Water resource management|Law|Water supply|Engineering|Political science|Aesthetics|Ancient history|Environmental science|Fresh water,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4342323481"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0.6756756756756757,46,2010,1,IT,c9a19a2a91c24a29c8ba56877a8ceb9686c2c51175e615dfd84c4817ec317eaa
Allen Hazen,https://openalex.org/A4337601252,Hazen and Sawyer (United States),New York,New York,United States,40.752937,-73.990074,https://openalex.org/A4343249394,"aqueducts,|water",1,Mechanics|Mechanical engineering|Geology|Petroleum engineering|Environmental engineering|Water flow|Sanitary sewer|Engineering|Hydrology (agriculture)|Hydraulic head|Physics|Geotechnical engineering|Head (geology)|Geomorphology|Inlet|Flow (mathematics)|Environmental science|Water pipe,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4337601252"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,12,2010|1910,2,US,956681cb41c89c766b4a991d5aee416afed934733b79081ec696c333bb235ab5
Almerico Novarini,https://openalex.org/A4331282062,University of Parma,Parma,,Italy,44.797077,10.30867,https://openalex.org/A2135868910|https://openalex.org/A4338991929|https://openalex.org/A2125754688|https://openalex.org/A1970054768|https://openalex.org/A2007012615|https://openalex.org/A4334033349,"aqueducts,|water",6,Uric acid|Traditional medicine|Internal medicine|Medicine|Epidemiology|Family history|Gout|Physics|Environmental health|Surgery|Incidence (geometry)|Optics|Population|Disease,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4331282062"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,10,1990,1,IT,c79b22618830b897a3e9821c72e5df6bf9fdf1694964f20740721c3988e07afd
Alvin Tong,https://openalex.org/A2461180149,Unknown,,,,,,https://openalex.org/A2327217321|https://openalex.org/A4340331200,"aqueducts,|water",2,Cartography|Aqueduct|Geography|Flood myth|Archaeology|Geology|Hydrology (agriculture)|Psychology|Flooding (psychology)|Delta|San Joaquin|Levee|Environmental protection|Soil science|River delta|Water resource management|Psychotherapist|Aerospace engineering|Engineering|Bay|Geotechnical engineering|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2461180149"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,2009,1,un,4f37ac602deec8f85fff8ce538fad183e45bae0ee035bfb76ae5fcd2c47515bf
Am Muir Wood,https://openalex.org/A4350418025,Unknown,,,,,,https://openalex.org/A4335012496|https://openalex.org/A2707566835|https://openalex.org/A2655344010|https://openalex.org/A2172877842|https://openalex.org/A2490559863|https://openalex.org/A2764627878|https://openalex.org/A2572605512|https://openalex.org/A2611023640|https://openalex.org/A2264904525,"aqueducts,|water",9,Public health|Nursing|Medicine,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4350418025"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,2,1981,1,un,5edee119e2324c95eba83bb10bf35c47f7d191eb48638e8b5e415cb484cdd761
Amalia Levanoni,https://openalex.org/A2469630417,University of Haifa,Haifa,,Israel,32.762478,35.02089,,"aqueducts,|water",0,Structural basin|Geology|Sociology|Environmental engineering|Demography|Water supply|Geography|Hydrology (agriculture)|Quarter (Canadian coin)|Geotechnical engineering|Geomorphology|Environmental science|Population|Archaeology|Water tanks,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2469630417"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,7,2008,1,IL,
Ana Patricia,https://openalex.org/A2683430909,Unknown,,,,,,https://openalex.org/A4339336947,"aqueducts,|water",1,Welfare economics|Aqueduct|Geography|Public administration|Archaeology|Philosophy|Demography|Sociology|Linguistics|Latin Americans|Politics|Government (linguistics)|Law|Population|Service (business)|Economy|Political science|National government|Economics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2683430909"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,4,2010,1,un,cbd08345ca0a5996054b6e7145c77801e188e5bc296c141e5df2ca2a3b8ebef4
Anand N. Mhatre,https://openalex.org/A4358110576,New York University,New York,New York,United States,40.73,-73.995,https://openalex.org/A4356532675|https://openalex.org/A2257211552|https://openalex.org/A4345440081,"aqueducts,|water",3,Virology|Recombinant DNA|Gene transfer|Adeno-associated virus|Vector (molecular biology)|Biology|Anatomy|Viral vector|Gene|Virus|Genetics|Cochlea,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4358110576"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,25,2000,1,US,b61277348e5005b399dde9158e98e8da2b879021333c3726140d2a6c58b72251
Andreas N. Angelakis,https://openalex.org/A4358957438,Hubei University,Wuhan,,China,30.648148,114.58297,https://openalex.org/A4336803202|https://openalex.org/A4357286889|https://openalex.org/A2120022500|https://openalex.org/A2562010633|https://openalex.org/A2225658640|https://openalex.org/A4332694468|https://openalex.org/A4354900229,"aqueducts,|water",7,Irrigation|Environmental engineering|Groundwater|Bronze Age|Geography|Thermodynamics|Physics|Biology|Archaeology|Geology|Hydrology (agriculture)|Rainwater harvesting|History|Wastewater|Sewerage|Water resource management|Water resources|Greeks|Civilization|Sustainability|Bronze|Human settlement|Hydraulic engineering|Water supply|Engineering|Ancient history|Ecology|Geotechnical engineering|Environmental science|Environmental planning|Salient,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4358957438"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",5.842105263157895,31,2010|2007,3,CN,ac5340c06b51cb4782a96d4264cecffcd23b16631ad8300d735f48a8b7f2e23f
Andrei Bulakh,https://openalex.org/A4332205272,St Petersburg University,Saint Petersburg,,Russia,59.942,30.299,https://openalex.org/A4357914128,"aqueducts,|water",1,Tonnage|Materials science|Oceanography|Geology|Tonne|Engineering|Portland cement|Geotechnical engineering|Metallurgy|Civil engineering|Environmental science|Waste management|Cement,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4332205272"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,2,2004,1,RU,af54c62d45ba4edb711a8f6e371c1b9faf68f5be7d58d19f18903075e4d9cce6
Andrei-Mugur Georgescu,https://openalex.org/A4339712714,Technical University of Civil Engineering of Bucharest,Bucuresti,,Romania,44.463505,26.124735,https://openalex.org/A4339385782|https://openalex.org/A2632869273,"aqueducts,|water",2,Demography|Sociology|Environmental engineering|Capital (architecture)|Water supply|Engineering|Computer security|Archaeology|Computer science|Civilization|Exploit|Population|History|Roman Empire,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4339712714"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,4,2010,1,RO,815e6a5e25e123b3059caeef58b2dfcef53f21666a1078bcc070078aed5d929c
Andrew G. Ramage,https://openalex.org/A4334429563,University College London,London,,United Kingdom,51.52447,-0.1339817,https://openalex.org/A4337779596,"aqueducts,|water",1,Art|History|Geography|Ancient history|Archaeology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4334429563"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,4,1992,1,GB,3a5338cd3fbec905f09535fb6ef08cf1d2f5c9747c74c91688e345cd2c1b1495
Andrew H. Paterson,https://openalex.org/A4355921290,SickKids Foundation,Toronto,Ontario,Canada,43.65647,-79.38844,https://openalex.org/A2764350221|https://openalex.org/A2152363410|https://openalex.org/A2429185308|https://openalex.org/A4341366154|https://openalex.org/A4336081337,"aqueducts,|water",5,History,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4355921290"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0.3333333333333333,24,1925,1,CA,f0f3360afc79fd4c4fb2c3dd363ed1edb29af01de54f296234f58729024f6b49
