Name,OAID#link#multi,Affiliation#sortquan,City#sortquan,Region#sortquan,Country#sortquan,Latitude#hidden,Longitude#hidden,Collaborators#multi#link#sortquan,Scope#multi#sortquan,Number of Collaborators#number,OA concepts#multi#sortquan,Publications#hidden,Citedness#number,H Index#number,Publication Dates#multi#sortquan,Relevant Publications#number,#img,#netvis
TU Qi-hua,https://openalex.org/A2479815312,Yellow River Institute of Hydraulic Research,Zhengzhou,,China,34.75988,113.69638,,"aqueducts,|water",0,Water diversion|Torsion (gastropod)|Geology|Aqueduct|Engineering|Geography|Structural engineering|Water resource management|Surgery|Geotechnical engineering|Finite element method|Environmental science|Archaeology|Medicine,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2479815312"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,0,2009,1,CN,
Tao Yang,https://openalex.org/A4353423355,Shenzhen Technology University,Shenzhen,,China,22.60814,113.99729,https://openalex.org/A4333347668|https://openalex.org/A4355064394|https://openalex.org/A4355277218|https://openalex.org/A4357067711|https://openalex.org/A4357421006|https://openalex.org/A2420044526,"aqueducts,|water",6,Mutation|Hearing loss|Audiology|Vestibular aqueduct|Inner ear|Vestibular system|Biology|Genetics|Anatomy|Gene|Medicine,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4353423355"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",4.467688937568456,143,2009,1,CN,eb7ba17b9081dd8fcf29d5517b9fb5a8b9476f0be6e245a1013709551635486d
Terhan Vivas,https://openalex.org/A2560177699,Unknown,,,,,,https://openalex.org/A2560139991,"aqueducts,|water",1,Welfare economics|Volcano|Human settlement|Geology|Aqueduct|Archaeology|Computer security|Geography|Water resource management|Computer science|Environmental health|Vulnerability (computing)|Environmental science|Population|Economics|Medicine|Seismology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2560177699"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,0,2010,1,un,44396dd50ebdb90daffaed403263320431eb8aa72db80baed22095d597708f09
Terry Rempel,https://openalex.org/A4342093803,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Amman,,Jordan,31.948559,35.8318,,"aqueducts,|water",0,Restitution|Displaced person|Diaspora|Palestine|Geography|Political science|Ancient history|Politics|Law|Nazism|Refugee|History|Palestinian refugees,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4342093803"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,3,2006,1,JO,
Theo Light,https://openalex.org/A2310440532,Shippensburg University,Shippensburg,Pennsylvania,United States,40.061,-77.522,https://openalex.org/A4354019589|https://openalex.org/A4355966480|https://openalex.org/A4355249407,"aqueducts,|water",3,Introduced species|Watershed|Habitat|Biodiversity|Geography|Computer science|Freshwater fish|Fishery|Machine learning|Biology|Ecology|Fish <Actinopterygii>|Invasive species,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2310440532"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,9,2004,1,US,275273f48b083ed94816e8a79079d8a8613fbbbf71a053a9b92550a9125a77b0
Thomas Jacobus,https://openalex.org/A4341738952,Unknown,,,,,,https://openalex.org/A2554498527,"aqueducts,|water",1,Mechanical engineering|Forensic engineering|Internal medicine|Aqueduct|Electrical conduit|Engineering|Geography|Hydrology (agriculture)|Rubble|Civil engineering|Bridge (graph theory)|Geotechnical engineering|Archaeology|Medicine,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4341738952"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,0,2003,1,un,1b8fa376b18cfdb65b41823b8dad05f695f0ada1a64df6b372ea3e8235eb6413
Thomas M. Walski,https://openalex.org/A4351881690,Bentley Systems,,,,40.06517,-75.68757,,"aqueducts,|water",0,Aqueduct|Archaeology|Distribution (mathematics)|Engineering|Euler's formula|Computer science|Hydraulic head|Mathematical analysis|Development (topology)|Geotechnical engineering|Hydraulics|Aerospace engineering|Bernoulli's principle|History|Mathematics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4351881690"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",4.5,20,2008,1,un,
Tian Yugong,https://openalex.org/A2723522262,Unknown,,,,,,,"aqueducts,|water",0,Materials science|Engineering|Mass concrete|Durability|Structural engineering|Geotechnical engineering|Civil engineering|Composite number|Composite material|Cracking,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2723522262"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,0,2010,1,un,
Tim J. Malthus,https://openalex.org/A4349891041,Commonwealth Scientific and Industrial Research Organisation,Canberra,Australian Capital Territory,Australia,-35.27627,149.14612,https://openalex.org/A367257100,"aqueducts,|water",1,Leak|Cartography|Geology|Aqueduct|Environmental engineering|Leak detection|Archaeology|Medicine|Geography|Vegetation (pathology)|Hydrology (agriculture)|Thematic Mapper|Geotechnical engineering|Satellite imagery|Environmental science|Remote sensing|Thematic map|Pathology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4349891041"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,14,1998,1,AU,f43969f70606c96ee12d8ac60e77ba35fe4c3fe5018b3b2d9d33f97cc12a5d1d
Tim J. Malthus,https://openalex.org/A4332415594,Commonwealth Scientific and Industrial Research Organisation,Canberra,Australian Capital Territory,Australia,-35.27627,149.14612,https://openalex.org/A4342193462|https://openalex.org/A701230136|https://openalex.org/A4345919906,"aqueducts,|water",3,Canopy|Geology|Medicine|Telecommunications|Engineering|Geography|Vegetation (pathology)|Hyperspectral imaging|Hydrology (agriculture)|Ground-penetrating radar|Radar|Geotechnical engineering|Environmental science|Remote sensing|Archaeology|Pathology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4332415594"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",4,15,2003,1,AU,97e305efae65ff88b6cf47d8f86dbd66d1213553bf85a62a91fd86bec01c3c41
Tim Suydam,https://openalex.org/A2313010318,Unknown,,,,,,https://openalex.org/A1980121624|https://openalex.org/A4354299058|https://openalex.org/A4344452576,"aqueducts,|water",3,Operating system|Mechanical engineering|Cofferdam|Forensic engineering|Aqueduct|Environmental engineering|Pipeline (software)|Water supply|Engineering|Archaeology|Pipeline transport|Computer science|Civil engineering|Schedule|History|Marine engineering,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2313010318"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,2001,1,un,f7a952ae9ef27f944e116b28f1f9dc7661da12acf44dbcdfd0770871ffa793a1
Trapassi Mr,https://openalex.org/A1970054768,Unknown,,,,,,https://openalex.org/A2135868910|https://openalex.org/A4338991929|https://openalex.org/A2125754688|https://openalex.org/A4331282062|https://openalex.org/A2007012615|https://openalex.org/A4334033349,"aqueducts,|water",6,Uric acid|Traditional medicine|Internal medicine|Medicine|Epidemiology|Family history|Gout|Physics|Environmental health|Surgery|Incidence (geometry)|Optics|Population|Disease,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A1970054768"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,2,1990,1,un,c5ba99579644656cddf13d1a5e7804714c2a8342d4158f86f581867658e4a4a2
Troy M Swenson,https://openalex.org/A2435697007,Unknown,,,,,,https://openalex.org/A4352589748|https://openalex.org/A4345932942,"aqueducts,|water",2,San Joaquin|Oceanography|Cartography|Geology|Aqueduct|Environmental engineering|Water supply|Soil science|Geography|Hydrology (agriculture)|Bay|Geotechnical engineering|Foothills|Environmental science|Archaeology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2435697007"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,2004,1,un,6ccdd61796346e57ad63c1d3225d408930b30721917eb7cba30e1407ad3ec71c
Unal Ozis,https://openalex.org/A40109460,Dokuz Eylül University,Izmir,,Turkey,38.4306,27.1372,,"aqueducts,|water",0,Geology|Environmental engineering|Hydraulic engineering|Water supply|Engineering|Geography|Thermodynamics|Water resource management|Physics|Ancient city|Cistern|Archaeology|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A40109460"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,3,1987,1,TR,
Unal Ozis,https://openalex.org/A4345292116,Dokuz Eylül University,Izmir,,Turkey,38.4306,27.1372,,"aqueducts,|water",0,Species richness|Geology|Petroleum engineering|Hydraulic engineering|Engineering|Geography|Thermodynamics|Water resource management|Hydrology (agriculture)|Physics|Civil engineering|Geotechnical engineering|Cistern|Paleontology|Archaeology|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4345292116"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,3,1996,1,TR,
V. Angjeli,https://openalex.org/A384245566,Unknown,,,,,,https://openalex.org/A2263007155|https://openalex.org/A2638306033|https://openalex.org/A2468372597|https://openalex.org/A2719803799|https://openalex.org/A363378443|https://openalex.org/A2526868110|https://openalex.org/A2526757948|https://openalex.org/A2526724697,"aqueducts,|water",8,Iodine|Materials science|Internal medicine|Endemic goitre|Epidemiology|Geography|Metallurgy|Medicine,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A384245566"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,0,2000,1,un,1895b55d7c9e7b9550daf177d5325a69b0668399c8d9d16a354f1953f773abbe
V. Idil,https://openalex.org/A966541361,Unknown,,,,,,https://openalex.org/A2169116895,"aqueducts,|water",1,Art|Humanities,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A966541361"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,1999,1,un,ff42e20a00830b128fa6dc0069a2712b2359cfccbd5cce5f1eaef3832e48e302
V. Petro,https://openalex.org/A2468372597,Unknown,,,,,,https://openalex.org/A2263007155|https://openalex.org/A2638306033|https://openalex.org/A363378443|https://openalex.org/A2719803799|https://openalex.org/A2526868110|https://openalex.org/A2526757948|https://openalex.org/A384245566|https://openalex.org/A2526724697,"aqueducts,|water",8,Iodine|Materials science|Internal medicine|Endemic goitre|Epidemiology|Geography|Metallurgy|Medicine,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2468372597"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,0,2000,1,un,bd2539a348f0e0c1df9985271e49f36a858bfb4703b8d727c9c58c6ba7349eca
Vassilis Kilikoglou,https://openalex.org/A4349018764,"National Centre of Scientific Research ""Demokritos""",Athens,,Greece,37.999146,23.818249,https://openalex.org/A255101698|https://openalex.org/A4349679603|https://openalex.org/A4330641531|https://openalex.org/A1791942817,"aqueducts,|water",4,Materials science|Geology|Pozzolan|Mortar|Lime|Geotechnical engineering|Metallurgy|Mineralogy|Portland cement|Cement|Composite material,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4349018764"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",2.6,20,2008,1,GR,46c765d535e1a22951f8a7a898a87afb737e3895af5105b0f3ce1466eb3f9a9c
Ven Te Chow,https://openalex.org/A4330940911,University of Illinois Urbana-Champaign,Urbana,Illinois,United States,40.10218,-88.227196,https://openalex.org/A4346920400|https://openalex.org/A4337208420,"aqueducts,|water",2,Water resource management|Computer science|Computer network|Resource (disambiguation)|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4330940911"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,18,1975,1,US,e544c9da0b8b3c36996983b9d9e60bcf97a91c73a97570739de336d9aab9b23c
Vern L. Bullough,https://openalex.org/A4377125494,Unknown,,,,,,,"aqueducts,|water",0,Philosophy|Economic history|CONQUEST|Sociology|Political science|Theology|Ancient history|Politics|Rhetoric|Biology|Ecology|Environmental ethics|Law|Sustainability|History,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4377125494"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,0,1991,1,un,
Viel B,https://openalex.org/A3062707989,Unknown,,,,,,,"aqueducts,|water",0,Environmental engineering|Water supply|Environmental protection|Population growth|Geography|Sanitation|Environmental health|Biology|Ecology|Environmental science|Population|Environmental degradation|Medicine|Environmental pollution,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A3062707989"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,4,1983,1,un,
Virginia M.-Y. Lee,https://openalex.org/A4355843873,University of Pennsylvania,Philadelphia,Pennsylvania,United States,39.952457,-75.19322,https://openalex.org/A4338952652|https://openalex.org/A4332373677,"aqueducts,|water",2,Chemistry|Probabilistic logic|Geology|Engineering|Ground motion|Organic chemistry|Structural engineering|Psychotherapist|Hazard|Seismic hazard|Psychology|Displacement (psychology)|Statistics|Mathematics|Seismology|Earthquake resistance,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4355843873"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,25,2007,1,US,9db2a241418ba581c951e0bdfd079b2ead4dab2dc2cbe9ac8b01bb552daf6880
Vitruvius Pollio,https://openalex.org/A407066214,Unknown,,,,,,https://openalex.org/A2312220777,"aqueducts,|water",1,Art|Painting|Architecture|Astrology|Artillery|Ancient Greek|Classics|Engineering|History|Ancient history|Art history|Visual arts|Fifteenth|Alchemy|The Renaissance|Archaeology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A407066214"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,4,1962,1,un,b1dfb4d7ab9479b6f7a0ae4be3ee7e1b25b076025965ccda711a1998b19cf8a6
Vujica Yevjevich,https://openalex.org/A4348563749,Colorado State University,Fort Collins,Colorado,United States,40.57368,-105.086555,,"aqueducts,|water",0,Irrigation|Hydroelectricity|Environmental engineering|Water supply|Engineering|Electrical engineering|Drainage|Water resource management|Hydrology (agriculture)|Biology|Ecology|Geotechnical engineering|Civil engineering|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4348563749"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,14,1992,1,US,
W A P Tait,https://openalex.org/A4340032547,Unknown,,,,,,https://openalex.org/A1980934353|https://openalex.org/A2420022768|https://openalex.org/A3149415077|https://openalex.org/A4336693235|https://openalex.org/A4357044482|https://openalex.org/A4354463369|https://openalex.org/A4351435204|https://openalex.org/A2657946235|https://openalex.org/A2260522322|https://openalex.org/A2641484545|https://openalex.org/A4357834552|https://openalex.org/A4346778779|https://openalex.org/A4358336685|https://openalex.org/A4349843714|https://openalex.org/A2764421996|https://openalex.org/A2313911395|https://openalex.org/A2627156756,"aqueducts,|water",17,Roof|Compensation (psychology)|Geology|Environmental engineering|Water flow|Water supply|Political science|Geography|Water resource management|Hydrology (agriculture)|Psychology|Law|Geotechnical engineering|Legislation|Environmental science|Archaeology|Psychoanalysis,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4340032547"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,1907,1,un,a427b91ab2bc5bdd54dc6fef35d1526f579fd386e858d32c217c35c45f477f30
W E Blackmore,https://openalex.org/A2641213819,Unknown,,,,,,https://openalex.org/A2279493338|https://openalex.org/A4354251676|https://openalex.org/A2336963089|https://openalex.org/A4354354539|https://openalex.org/A4348697317|https://openalex.org/A4352627309|https://openalex.org/A2276372934|https://openalex.org/A4359264443|https://openalex.org/A4266311419|https://openalex.org/A4355887507|https://openalex.org/A2668246551|https://openalex.org/A2556865444|https://openalex.org/A4359615512|https://openalex.org/A4355619349|https://openalex.org/A4359735296|https://openalex.org/A2764468176,"aqueducts,|water",16,Petroleum engineering|Environmental engineering|Hydroelectricity|Engineering|Pipeline transport|Electrical engineering|Environmental science|Marine engineering,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2641213819"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,1962,1,un,279760a53d90e8d8d1a578430fb7ab9579cc5295cc59b64a94a83755678947d6
W G Lockett,https://openalex.org/A2279493338,Unknown,,,,,,https://openalex.org/A4354251676|https://openalex.org/A2336963089|https://openalex.org/A2641213819|https://openalex.org/A4354354539|https://openalex.org/A4348697317|https://openalex.org/A4352627309|https://openalex.org/A2276372934|https://openalex.org/A4359264443|https://openalex.org/A4266311419|https://openalex.org/A4355887507|https://openalex.org/A2668246551|https://openalex.org/A2556865444|https://openalex.org/A4359615512|https://openalex.org/A4355619349|https://openalex.org/A4359735296|https://openalex.org/A2764468176,"aqueducts,|water",16,Petroleum engineering|Environmental engineering|Hydroelectricity|Engineering|Pipeline transport|Electrical engineering|Environmental science|Marine engineering,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2279493338"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,0,1962,1,un,0b32b8e16eeffcd20359be47d7c9f571cda97ae8f6989b1cf83171b01f4f9c07
W H Thorpe,https://openalex.org/A2629438255,Unknown,,,,,,https://openalex.org/A4334493318|https://openalex.org/A2639326053|https://openalex.org/A2666737062|https://openalex.org/A2571607721|https://openalex.org/A2646331407|https://openalex.org/A2579548827|https://openalex.org/A2423675094|https://openalex.org/A2466934636|https://openalex.org/A2700418087|https://openalex.org/A2262827251|https://openalex.org/A2764344154|https://openalex.org/A2420705595|https://openalex.org/A2627884716|https://openalex.org/A4341366154|https://openalex.org/A2648387861,"aqueducts,|water",15,Irrigation|Aqueduct|Environmental engineering|Geography|Biology|Archaeology|Geology|Electrical engineering|Hydrology (agriculture)|Water resource management|Cement|Voltage|Cementation (geology)|Water supply|Engineering|Mains electricity|Ecology|Geotechnical engineering|Environmental science|Mathematics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2629438255"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,30,1921|1923,2,un,3e28d43712dcd0cc787e0885dff12089cea06d9ff008fd69b97129034e3542c1
W J E Binnie,https://openalex.org/A2242910632,Unknown,,,,,,https://openalex.org/A2116949538|https://openalex.org/A2639326053|https://openalex.org/A2603078087|https://openalex.org/A2153184333|https://openalex.org/A2113750402|https://openalex.org/A2648239866|https://openalex.org/A2543560476|https://openalex.org/A2660771203|https://openalex.org/A2292620794|https://openalex.org/A4359975763|https://openalex.org/A2764344154|https://openalex.org/A4353365616|https://openalex.org/A2977946205|https://openalex.org/A4346778779|https://openalex.org/A2313711993|https://openalex.org/A4349843714|https://openalex.org/A4355472586,"aqueducts,|water",17,Venturi effect|Mechanical engineering|Water diversion|Geology|Environmental engineering|Water supply|Engineering|Geography|Water resource management|Drainage|Hydrology (agriculture)|Inlet|Biology|Ecology|Geotechnical engineering|Geomorphology|Environmental science|Completion (oil and gas wells),"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2242910632"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,1930|1927,2,un,2b4f1edb25748ab3a152399ea0fb1757948d3b335e36eaa773520816622fafcf
W L Mansergh,https://openalex.org/A2437255418,Unknown,,,,,,https://openalex.org/A2426710765,"aqueducts,|water",1,Environmental engineering|Water supply|Engineering|Thermodynamics|Hydrology (agriculture)|Volume (thermodynamics)|Physics|Geotechnical engineering|Civil engineering,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2437255418"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,1912,1,un,8a79934235cd7cb93689b5ea3ea4496a82644860aaeafd40812b1f79cc1afff1
W S Lockhart,https://openalex.org/A2641484545,Unknown,,,,,,https://openalex.org/A1980934353|https://openalex.org/A2420022768|https://openalex.org/A3149415077|https://openalex.org/A4336693235|https://openalex.org/A4357044482|https://openalex.org/A4354463369|https://openalex.org/A4351435204|https://openalex.org/A2657946235|https://openalex.org/A2260522322|https://openalex.org/A4357834552|https://openalex.org/A4346778779|https://openalex.org/A4358336685|https://openalex.org/A4349843714|https://openalex.org/A2764421996|https://openalex.org/A2313911395|https://openalex.org/A4340032547|https://openalex.org/A2627156756,"aqueducts,|water",17,Roof|Compensation (psychology)|Geology|Environmental engineering|Water flow|Water supply|Political science|Geography|Water resource management|Hydrology (agriculture)|Psychology|Law|Geotechnical engineering|Legislation|Environmental science|Archaeology|Psychoanalysis,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2641484545"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,1907,1,un,348e51aa3898b447e01d74715ee9c24b5e6b0fe2f18098949c9c7b6db6171d28
W T Olive,https://openalex.org/A2627884716,Unknown,,,,,,https://openalex.org/A4334493318|https://openalex.org/A4341366154|https://openalex.org/A2639326053|https://openalex.org/A2579548827|https://openalex.org/A2423675094|https://openalex.org/A2466934636|https://openalex.org/A2700418087|https://openalex.org/A2764344154|https://openalex.org/A2629438255,"aqueducts,|water",9,Irrigation|Geology|Voltage|Environmental engineering|Cementation (geology)|Water supply|Engineering|Mains electricity|Electrical engineering|Water resource management|Hydrology (agriculture)|Geography|Biology|Ecology|Geotechnical engineering|Environmental science|Archaeology|Cement,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2627884716"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,0,1923,1,un,e1c578b93f3316b63963d41235c66ac8aee37a5d77ad8de9ffb4b23ed12254c0
W W Grierson,https://openalex.org/A2648239866,Unknown,,,,,,https://openalex.org/A2639326053|https://openalex.org/A2603078087|https://openalex.org/A2153184333|https://openalex.org/A4359975763|https://openalex.org/A2292620794|https://openalex.org/A2242910632|https://openalex.org/A2313711993,"aqueducts,|water",7,Venturi effect|Water diversion|Geology|Geography|Water resource management|Drainage|Hydrology (agriculture)|Biology|Ecology|Geotechnical engineering|Geomorphology|Environmental science|Inlet,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2648239866"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,0,1930,1,un,227d3fa21020430c94b7e647a90786cc862ba0a76d3ee383fcfae5f5a2a02b54
W. E. Wildman,https://openalex.org/A4348930938,Unknown,,,,,,,"aqueducts,|water",0,Art|Artificial intelligence|Natural (archaeology)|Geography|Computer science|Flood myth|Natural resource|Computer network|Archaeology|Remote sensing|Flexibility (engineering)|Geology|Notice|Management|Aerial photography|Visual arts|Law|Resource (disambiguation)|Business|Photography|Perspective (graphical)|Political science|Environmental science|Economics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4348930938"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,5,1984,1,un,
W. F. Dennis,https://openalex.org/A2207793141,Unknown,,,,,,,"aqueducts,|water",0,Mechanical engineering|Forensic engineering|Geology|Aqueduct|Electrical conduit|Engineering|History|Structural engineering|Geotechnical engineering|Archaeology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2207793141"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,0,1914,1,un,
W. Jeffery Moncrief,https://openalex.org/A2644874574,Unknown,,,,,,https://openalex.org/A2687651209|https://openalex.org/A4340890311|https://openalex.org/A2739113953,"aqueducts,|water",3,Water source|Aqueduct|Environmental engineering|Habitat|Metropolitan area|Engineering|Water supply|Geography|Water resource management|Hydrology (agriculture)|Threatened species|Biology|Ecology|Civil engineering|Geotechnical engineering|Environmental science|Archaeology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2644874574"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,0,1993,1,un,3689f06cd7d37dbe671d32dd61bc00f499f03a57007d9ea46d21668405756e56
W. Matthews,https://openalex.org/A2262827251,Brunel University London,London,,United Kingdom,51.53479,-0.47153,https://openalex.org/A2666737062|https://openalex.org/A2646331407|https://openalex.org/A2420705595|https://openalex.org/A2571607721|https://openalex.org/A2629438255|https://openalex.org/A2648387861,"aqueducts,|water",6,Geography|Archaeology|Mathematics|Aqueduct,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2262827251"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,27,1921,1,GB,7721411741651a8a53e83d579afb73afbbbce9ae17a86c9a6e415aaad2b9a5a0
